featureName,parm37,parm37_lgg,parm37_gbm,parm37_conjugate,parm46,parm46_lgg,parm46_gbm,parm46_conjugate,parm55,parm55_lgg,parm55_gbm,parm55_conjugate,parm64,parm64_lgg,parm64_gbm,parm64_conjugate,parm73,parm73_lgg,parm73_gbm,parm73_conjugate
squareroot_firstorder_RobustMeanAbsoluteDeviation,0,0,0,0,4,4,4,4,3,2,3,2,2,1,2,1,10,3,6,3
wavelet.HHL_glrlm_RunLengthNonUniformity,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLL_gldm_DependenceVariance,7,4,6,4,22,14,20,12,24,19,19,16,46,37,30,25,61,36,43,25
wavelet.LLL_gldm_DependenceEntropy,0,0,0,0,5,4,4,3,4,3,4,3,2,1,2,1,1,1,1,1
wavelet.HLH_gldm_DependenceVariance,68,56,58,49,95,82,88,76,158,123,112,86,225,152,154,103,298,176,151,86
square_gldm_GrayLevelNonUniformity,0,0,0,0,2,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0
square_glszm_LargeAreaLowGrayLevelEmphasis,5,5,4,4,8,6,7,5,2,2,1,1,1,1,1,1,2,1,1,0
wavelet.HHL_firstorder_Kurtosis,9,7,6,5,4,4,3,3,3,1,2,1,0,0,0,0,0,0,0,0
lbp.3D.k_glcm_Imc2,40,28,34,25,50,34,41,31,76,55,61,43,110,76,63,45,100,59,49,29
wavelet.LHL_glrlm_LongRunHighGrayLevelEmphasis,10,6,9,6,6,2,5,2,5,5,3,2,2,1,1,0,2,2,2,2
wavelet.HLH_ngtdm_Contrast,98,84,87,76,148,116,128,102,247,202,186,155,335,250,235,169,412,270,230,158
exponential_glrlm_HighGrayLevelRunEmphasis,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
gradient_glszm_SizeZoneNonUniformityNormalized,205,175,177,155,332,288,298,261,405,332,310,260,448,350,320,246,501,332,283,195
wavelet.LHL_glrlm_HighGrayLevelRunEmphasis,0,0,0,0,2,0,1,0,0,0,0,0,2,1,1,0,2,0,0,0
lbp.3D.m1_firstorder_InterquartileRange,68,45,58,40,119,91,111,87,140,106,110,87,165,116,118,82,204,115,120,70
wavelet.HHH_gldm_DependenceNonUniformityNormalized,12,12,11,11,22,16,19,14,30,21,19,13,35,26,20,15,33,19,11,6
wavelet.HHL_firstorder_RobustMeanAbsoluteDeviation,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHH_glrlm_LongRunLowGrayLevelEmphasis,69,58,61,52,98,81,88,75,155,126,119,99,191,144,125,92,249,161,140,92
wavelet.LLH_glcm_MaximumProbability,18,6,10,5,22,15,15,13,29,21,25,20,15,9,11,5,7,5,5,3
original_glcm_ClusterProminence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.k_glszm_ZoneEntropy,2,2,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
lbp.3D.m2_firstorder_Variance,15,6,13,4,11,8,8,7,8,4,4,2,10,6,8,4,8,5,2,1
wavelet.LLL_gldm_LargeDependenceHighGrayLevelEmphasis,35,24,28,21,73,54,64,49,142,109,104,85,182,129,125,89,290,177,169,109
square_ngtdm_Busyness,34,32,34,32,34,29,30,26,30,24,25,20,38,23,22,13,46,29,24,13
log.sigma.5.mm.3D_glcm_Correlation,29,26,25,23,42,35,35,30,49,36,34,27,75,53,55,39,79,53,41,29
wavelet.LLH_glrlm_GrayLevelVariance,106,92,94,85,197,171,174,155,290,240,221,186,360,275,243,185,451,304,273,186
wavelet.HHL_glrlm_HighGrayLevelRunEmphasis,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
wavelet.LHL_glcm_DifferenceEntropy,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0
wavelet.LHH_glcm_Imc1,80,68,66,60,102,74,83,61,184,135,136,96,236,150,139,83,305,176,148,89
log.sigma.3.mm.3D_glcm_ClusterProminence,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0
square_ngtdm_Coarseness,2,2,2,2,3,3,3,3,3,3,0,0,4,0,2,0,3,1,2,1
wavelet.LHL_ngtdm_Coarseness,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
exponential_gldm_GrayLevelNonUniformity,7,5,6,5,6,4,6,4,2,2,1,1,4,4,2,2,2,1,1,1
wavelet.LLH_firstorder_Range,19,16,18,15,33,27,27,23,40,29,24,17,71,48,42,29,104,53,48,24
wavelet.LHH_glcm_JointEntropy,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
square_firstorder_Energy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
logarithm_glcm_Imc1,11,8,9,6,11,10,9,9,16,10,7,3,16,9,14,7,7,4,6,4
wavelet.HLL_glrlm_ShortRunLowGrayLevelEmphasis,13,10,12,9,19,13,15,10,15,10,11,8,9,7,6,4,7,7,3,2
exponential_gldm_GrayLevelVariance,0,0,0,0,1,0,1,0,1,1,1,1,3,3,2,2,1,0,0,0
wavelet.HHL_ngtdm_Complexity,2,2,2,2,4,3,2,1,7,6,2,2,6,5,1,1,9,4,5,1
gradient_glcm_MaximumProbability,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
wavelet.LLL_glcm_Correlation,15,11,11,9,20,13,16,9,22,13,18,9,24,10,14,7,20,10,11,5
lbp.3D.k_glcm_ClusterShade,9,9,7,7,8,5,5,5,25,21,14,11,25,19,14,11,25,20,11,10
wavelet.HLL_firstorder_Maximum,23,18,21,17,32,25,27,21,56,41,40,31,65,38,40,24,91,54,40,21
wavelet.HLH_gldm_SmallDependenceLowGrayLevelEmphasis,30,28,25,24,56,41,48,37,73,56,56,45,114,79,71,51,137,79,76,49
original_firstorder_Uniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHH_gldm_SmallDependenceHighGrayLevelEmphasis,3,2,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0
wavelet.LLH_glcm_Autocorrelation,4,4,4,4,3,2,1,1,13,9,9,5,8,5,2,1,9,4,2,1
wavelet.HHH_glcm_DifferenceEntropy,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHL_glszm_SmallAreaHighGrayLevelEmphasis,15,12,13,10,24,17,18,13,30,22,21,16,52,35,39,26,56,39,28,18
squareroot_glrlm_RunVariance,2,2,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
gradient_glszm_SmallAreaHighGrayLevelEmphasis,82,65,77,63,145,119,124,106,223,167,160,121,319,230,208,143,336,217,193,129
wavelet.LHL_gldm_LargeDependenceLowGrayLevelEmphasis,12,11,10,9,18,15,16,15,7,5,7,4,3,2,2,1,3,2,0,0
exponential_glrlm_GrayLevelNonUniformityNormalized,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
squareroot_firstorder_90Percentile,109,97,105,94,189,170,171,154,288,252,223,198,365,281,270,209,455,317,270,193
log.sigma.3.mm.3D_firstorder_InterquartileRange,1,1,1,1,4,3,4,3,1,1,0,0,1,1,1,1,1,1,1,1
wavelet.LLH_glszm_GrayLevelVariance,92,82,80,73,203,174,177,155,352,282,267,220,515,375,343,245,690,455,404,274
log.sigma.3.mm.3D_glcm_Idm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLL_firstorder_InterquartileRange,30,17,23,11,43,28,38,27,53,40,38,27,71,49,51,33,81,46,53,27
wavelet.HHH_glcm_MCC,9,9,7,7,4,2,2,1,2,2,1,1,6,2,1,0,0,0,0,0
exponential_ngtdm_Busyness,171,143,145,124,209,176,182,159,294,236,226,181,318,236,210,154,355,232,198,127
exponential_gldm_LargeDependenceHighGrayLevelEmphasis,11,10,9,9,34,28,31,27,58,50,46,41,89,65,66,47,119,73,70,49
exponential_glcm_MaximumProbability,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
square_glrlm_RunLengthNonUniformity,188,142,149,116,277,223,235,196,377,298,289,234,527,390,355,263,596,398,350,237
wavelet.HHL_ngtdm_Strength,59,56,49,47,78,61,56,45,141,113,104,85,182,130,116,76,213,134,123,83
lbp.2D_glrlm_RunVariance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLH_glcm_JointEntropy,16,12,16,12,23,20,20,18,29,23,22,17,35,26,17,12,30,11,13,4
wavelet.HLH_firstorder_MeanAbsoluteDeviation,2,2,2,2,5,3,4,3,5,3,3,2,1,1,0,0,0,0,0,0
wavelet.LLH_glcm_SumAverage,7,6,7,6,13,10,10,8,21,14,16,9,19,11,9,5,28,12,11,4
lbp.3D.k_glcm_ClusterTendency,6,5,4,3,4,3,1,0,6,4,6,3,10,7,7,4,16,9,5,2
square_gldm_SmallDependenceHighGrayLevelEmphasis,2,1,2,1,2,2,2,2,3,2,2,2,2,2,0,0,1,0,1,0
original_glcm_DifferenceAverage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
wavelet.LHL_glszm_ZoneEntropy,55,35,36,26,101,86,82,71,114,93,80,68,166,126,118,88,214,149,137,97
wavelet.HHL_ngtdm_Busyness,80,70,66,58,86,77,74,69,86,71,66,58,75,52,54,39,49,31,25,15
squareroot_firstorder_RootMeanSquared,224,208,211,198,407,350,360,313,558,468,435,368,683,515,494,364,744,514,429,302
wavelet.LLL_glrlm_ShortRunEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
square_glcm_Imc2,0,0,0,0,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0
lbp.3D.k_gldm_DependenceNonUniformity,7,7,4,4,5,5,4,4,1,0,2,0,1,1,1,1,3,1,1,0
logarithm_glcm_ClusterProminence,4,2,3,2,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLL_gldm_HighGrayLevelEmphasis,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
wavelet.HLH_glrlm_GrayLevelNonUniformity,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLL_glszm_LargeAreaEmphasis,0,0,0,0,2,1,1,1,0,0,0,0,2,0,2,0,0,0,0,0
wavelet.LLL_glrlm_LongRunHighGrayLevelEmphasis,26,22,25,21,48,38,42,36,93,73,67,56,133,85,93,59,157,107,89,59
exponential_gldm_HighGrayLevelEmphasis,0,0,0,0,0,0,0,0,2,1,1,1,4,2,2,2,2,2,1,1
wavelet.HLL_glcm_SumEntropy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLL_glrlm_GrayLevelNonUniformityNormalized,0,0,0,0,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHH_firstorder_90Percentile,8,4,5,4,5,3,4,3,8,2,3,0,1,0,0,0,0,0,0,0
wavelet.LLH_glrlm_HighGrayLevelRunEmphasis,4,3,5,3,5,4,3,3,12,10,7,4,10,6,3,2,15,8,5,2
log.sigma.5.mm.3D_firstorder_TotalEnergy,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHH_glrlm_RunVariance,7,4,6,3,3,3,1,1,3,2,3,2,1,1,1,1,0,0,0,0
wavelet.LHL_firstorder_Variance,0,0,0,0,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0
wavelet.HLH_glcm_ClusterTendency,3,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLL_glcm_Autocorrelation,1,1,1,1,0,0,0,0,1,1,1,1,2,2,1,1,0,0,0,0
log.sigma.5.mm.3D_glcm_JointEntropy,2,2,2,2,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
wavelet.LHH_glszm_SmallAreaHighGrayLevelEmphasis,3,3,3,3,1,1,1,1,0,0,0,0,1,1,0,0,2,0,1,0
square_glcm_Imc1,6,5,4,3,5,4,5,4,2,1,2,1,3,3,2,2,1,1,1,1
wavelet.LLH_firstorder_Variance,74,68,69,64,143,124,125,108,232,194,180,154,336,261,242,184,411,282,249,179
log.sigma.3.mm.3D_glcm_InverseVariance,0,0,0,0,5,5,5,5,2,2,2,2,0,0,0,0,1,0,0,0
wavelet.LHH_glcm_MaximumProbability,14,11,11,9,13,9,8,6,12,12,10,10,6,5,3,2,4,4,1,1
wavelet.HLL_glrlm_RunLengthNonUniformityNormalized,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLH_gldm_GrayLevelVariance,2,1,2,1,0,0,0,0,4,2,2,1,1,1,1,1,1,0,0,0
wavelet.LHH_glrlm_RunEntropy,4,3,3,3,11,9,11,9,8,7,5,4,9,4,5,2,4,4,4,4
original_firstorder_TotalEnergy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.5.mm.3D_firstorder_Energy,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.3.mm.3D_glrlm_GrayLevelNonUniformity,6,4,5,3,8,7,6,5,6,5,5,4,2,1,1,0,1,1,1,1
lbp.3D.m2_glrlm_RunVariance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
wavelet.HHL_gldm_LargeDependenceLowGrayLevelEmphasis,9,9,9,9,10,8,9,8,15,10,12,10,12,8,8,5,6,3,2,1
wavelet.LLL_glcm_Autocorrelation,8,8,8,8,18,15,17,15,40,33,28,25,37,27,21,16,53,30,25,14
original_firstorder_RootMeanSquared,9,9,8,8,11,10,11,10,6,5,3,3,6,2,4,1,4,3,3,2
wavelet.HHH_glszm_HighGrayLevelZoneEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.m2_firstorder_Median,17,11,15,10,17,15,14,12,8,7,7,6,10,6,7,4,2,2,1,1
lbp.3D.m2_glrlm_LongRunLowGrayLevelEmphasis,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
gradient_glrlm_GrayLevelNonUniformityNormalized,46,40,45,39,39,33,37,31,36,27,25,19,16,12,12,10,17,10,10,4
original_glcm_ClusterShade,33,22,22,16,44,31,32,24,39,26,24,16,27,17,16,12,26,12,15,7
gradient_glcm_JointAverage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.5.mm.3D_glcm_ClusterShade,18,11,10,8,16,8,10,6,14,11,7,5,0,0,0,0,3,2,1,1
original_shape_MeshVolume,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLL_glcm_Idn,6,5,5,5,12,11,11,10,9,6,7,5,10,6,4,3,11,8,5,3
original_gldm_GrayLevelNonUniformity,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exponential_glrlm_ShortRunEmphasis,1,0,1,0,1,0,1,0,2,2,1,1,1,0,1,0,3,0,1,0
exponential_firstorder_Maximum,15,10,6,4,13,10,9,7,14,11,11,9,14,12,11,9,10,6,6,4
log.sigma.5.mm.3D_glcm_DifferenceAverage,3,3,2,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
wavelet.HLL_glrlm_RunVariance,15,13,14,13,24,19,16,13,18,14,11,7,11,6,6,4,8,4,3,2
lbp.2D_firstorder_TotalEnergy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLH_firstorder_Entropy,49,39,44,37,82,71,75,67,118,93,84,66,164,116,98,69,197,108,91,52
logarithm_glszm_ZonePercentage,24,23,21,21,39,38,32,32,60,52,44,39,49,34,34,23,66,40,32,18
wavelet.HLH_firstorder_Uniformity,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
gradient_glcm_Correlation,103,85,99,82,189,153,171,142,268,220,216,181,382,277,291,207,490,328,303,202
wavelet.HHH_glszm_ZoneEntropy,4,2,4,2,10,9,8,8,1,0,0,0,0,0,0,0,0,0,0,0
exponential_firstorder_InterquartileRange,2,1,2,1,2,2,1,1,2,1,1,0,2,2,1,1,3,1,2,0
exponential_firstorder_RootMeanSquared,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.5.mm.3D_gldm_GrayLevelVariance,1,1,1,1,0,0,0,0,1,1,1,1,2,2,0,0,1,1,1,1
wavelet.HHL_glrlm_RunPercentage,13,12,11,11,26,21,23,18,26,24,19,17,37,24,24,14,31,23,14,10
logarithm_glcm_Idm,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLH_glrlm_GrayLevelNonUniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LLH_glcm_DifferenceAverage,23,17,20,16,39,35,34,32,58,41,39,28,59,40,34,21,92,54,45,23
lbp.2D_firstorder_Skewness,51,38,43,33,102,89,95,85,103,85,81,69,137,110,99,79,162,99,100,59
wavelet.HLH_glcm_SumSquares,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHH_gldm_SmallDependenceLowGrayLevelEmphasis,9,7,8,6,9,9,8,8,6,3,4,2,13,7,7,3,6,3,4,2
wavelet.HLH_glrlm_RunVariance,11,6,9,6,18,16,18,16,16,14,12,11,22,15,15,9,11,11,9,9
exponential_firstorder_Variance,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
wavelet.LLL_glszm_LargeAreaLowGrayLevelEmphasis,9,9,9,9,10,9,10,9,5,3,4,2,8,5,5,2,1,1,1,1
wavelet.LLH_glcm_MCC,31,23,26,21,61,43,53,37,86,61,55,36,105,66,71,46,116,57,54,27
wavelet.LLH_gldm_DependenceNonUniformity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHH_firstorder_Median,35,26,24,20,24,18,19,15,27,23,24,20,15,10,13,8,6,2,4,1
wavelet.LLH_glcm_Id,9,8,8,8,13,11,9,8,10,9,7,6,5,4,3,2,4,0,1,0
wavelet.HLH_glszm_ZoneEntropy,11,8,11,8,6,4,5,3,20,17,16,12,35,22,20,14,12,5,5,0
wavelet.LHL_firstorder_TotalEnergy,10,8,7,6,15,14,14,13,9,8,5,5,10,5,8,4,6,3,4,2
wavelet.HLH_glcm_SumEntropy,8,7,7,6,6,5,6,5,12,7,10,6,7,5,3,2,2,2,1,1
wavelet.LHH_glrlm_GrayLevelVariance,0,0,0,0,6,5,4,4,14,11,9,7,9,5,6,3,20,8,10,4
lbp.3D.m1_glrlm_LongRunHighGrayLevelEmphasis,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
wavelet.LLL_glszm_ZoneEntropy,117,91,92,77,226,173,182,143,326,266,251,211,431,318,313,231,545,375,318,226
log.sigma.5.mm.3D_firstorder_Maximum,49,37,30,25,67,53,52,43,68,42,44,29,82,47,53,31,80,53,46,32
log.sigma.5.mm.3D_ngtdm_Coarseness,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HLH_glcm_Idm,8,4,8,4,11,4,8,3,14,13,11,11,6,3,5,3,2,2,1,1
wavelet.HLH_glcm_DifferenceVariance,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
logarithm_gldm_GrayLevelNonUniformity,8,7,8,7,4,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0
log.sigma.5.mm.3D_firstorder_Variance,1,1,1,1,1,1,1,1,2,2,2,2,2,2,0,0,2,2,1,1
wavelet.HHH_glcm_Correlation,7,6,6,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.HHH_glcm_JointEnergy,4,3,3,2,1,1,1,1,2,2,1,1,0,0,0,0,1,1,1,1
log.sigma.3.mm.3D_firstorder_TotalEnergy,3,2,2,1,4,2,3,2,4,3,2,2,1,1,1,1,1,0,0,0
exponential_firstorder_MeanAbsoluteDeviation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.5.mm.3D_glrlm_HighGrayLevelRunEmphasis,3,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
squareroot_glrlm_LongRunEmphasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wavelet.LHH_glcm_DifferenceAverage,4,3,4,3,2,2,1,1,11,6,10,6,7,3,4,2,4,0,1,0
log.sigma.5.mm.3D_glszm_GrayLevelVariance,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gradient_glrlm_GrayLevelNonUniformity,179,147,149,129,222,181,187,158,254,193,187,141,279,190,181,118,296,182,151,94
wavelet.LLH_firstorder_Minimum,16,13,14,12,18,13,14,10,21,17,15,12,34,21,20,14,38,14,13,3
lbp.3D.k_gldm_GrayLevelVariance,3,3,3,3,11,8,8,6,15,11,9,7,33,25,21,17,23,15,12,8
square_glszm_GrayLevelVariance,2,1,0,0,2,0,2,0,1,0,1,0,1,0,0,0,1,1,0,0
wavelet.LHL_glrlm_LongRunEmphasis,24,22,24,22,39,35,34,30,45,37,29,25,28,18,16,11,42,24,20,11
log.sigma.3.mm.3D_glcm_DifferenceVariance,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
log.sigma.3.mm.3D_firstorder_Skewness,47,41,43,37,41,32,39,32,43,31,34,27,36,22,23,11,35,14,16,7
lbp.3D.k_glrlm_RunPercentage,5,4,5,4,7,7,6,6,11,8,9,7,6,3,4,2,10,7,3,2
wavelet.HLH_firstorder_Variance,6,5,6,5,0,0,0,0,5,2,3,1,0,0,0,0,0,0,0,0
wavelet.HHL_glszm_LargeAreaHighGrayLevelEmphasis,54,50,49,46,86,68,74,59,80,62,58,47,68,51,50,38,53,38,31,21
logarithm_glrlm_LongRunEmphasis,3,3,3,3,4,2,3,2,2,1,0,0,2,1,1,1,0,0,0,0
log.sigma.5.mm.3D_glszm_HighGrayLevelZoneEmphasis,10,9,10,9,13,13,12,12,19,20,15,15,23,14,16,10,32,18,17,9
log.sigma.3.mm.3D_glrlm_RunEntropy,3,3,2,2,12,9,11,9,9,7,6,4,9,5,7,4,12,9,5,2
wavelet.HLH_glcm_JointEntropy,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
wavelet.HHL_glszm_LowGrayLevelZoneEmphasis,5,4,4,4,6,5,6,5,2,0,0,0,1,1,0,0,0,0,0,0
exponential_gldm_DependenceNonUniformity,4,4,4,4,10,7,9,6,4,3,2,1,4,3,3,2,2,2,0,0
wavelet.LLH_gldm_GrayLevelNonUniformity,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
original_shape_MinorAxisLength,39,33,34,29,94,72,79,63,108,85,73,62,165,118,119,87,151,93,81,50
lbp.3D.k_glszm_LargeAreaHighGrayLevelEmphasis,10,10,9,9,12,11,9,8,9,7,9,7,7,6,4,4,2,0,2,0
gradient_glrlm_RunVariance,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0
exponential_glcm_Imc1,13,12,10,10,13,9,11,7,17,9,15,9,15,10,11,9,7,7,3,3
log.sigma.3.mm.3D_firstorder_10Percentile,23,21,21,19,12,10,11,10,6,4,2,2,5,3,1,0,5,2,2,1
wavelet.LHL_firstorder_Minimum,10,8,9,7,11,6,8,4,9,8,6,5,14,9,9,5,8,7,3,2
wavelet.HLL_firstorder_MeanAbsoluteDeviation,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,1,1,0,0
wavelet.HLL_glszm_SizeZoneNonUniformity,5,2,4,2,6,4,3,3,1,0,0,0,1,0,1,0,0,0,0,0
log.sigma.5.mm.3D_glcm_InverseVariance,8,8,6,6,3,3,3,3,4,3,1,1,1,1,0,0,1,1,1,1
original_gldm_DependenceNonUniformityNormalized,15,8,13,7,22,15,21,14,22,15,18,11,15,11,9,7,9,3,7,2
log.sigma.5.mm.3D_glrlm_LongRunLowGrayLevelEmphasis,3,3,3,3,3,1,1,0,4,3,3,2,0,0,0,0,2,0,1,0
wavelet.LHH_glszm_ZonePercentage,12,8,9,8,31,26,22,18,31,24,19,13,61,45,32,22,48,25,18,9
exponential_gldm_DependenceEntropy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lbp.3D.k_glcm_JointAverage,4,4,4,4,3,3,3,3,4,2,3,2,9,6,6,4,6,5,1,1
logarithm_glrlm_RunEntropy,4,3,4,3,2,1,2,1,1,0,1,0,3,1,3,1,1,0,0,0
wavelet.HLH_glrlm_ShortRunLowGrayLevelEmphasis,61,55,52,48,104,86,93,79,167,133,127,103,245,182,164,118,309,207,179,123
wavelet.LHH_glcm_JointAverage,0,0,0,0,3,2,2,1,1,1,1,0,3,2,3,2,1,0,2,0
lbp.3D.k_glrlm_GrayLevelNonUniformity,4,4,3,3,7,6,7,6,10,6,9,5,3,2,3,2,3,2,1,1
wavelet.LLH_firstorder_Mean,127,115,113,104,181,162,153,138,195,159,142,113,224,168,151,115,219,135,125,77
log.sigma.3.mm.3D_firstorder_RobustMeanAbsoluteDeviation,2,2,2,2,1,0,1,0,1,1,0,0,2,1,0,0,0,0,0,0
exponential_glrlm_RunPercentage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
log.sigma.5.mm.3D_ngtdm_Contrast,69,58,61,52,106,93,93,84,152,127,115,95,197,153,150,117,241,161,143,101
original_shape_Sphericity,758,619,667,558,920,749,788,648,978,773,767,620,999,717,707,502,995,652,582,391
wavelet.HLL_glcm_DifferenceAverage,0,0,0,0,2,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0
gradient_firstorder_InterquartileRange,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gradient_glszm_ZoneVariance,2,1,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
square_gldm_DependenceVariance,14,8,12,7,10,7,7,5,11,11,9,9,9,6,5,3,6,2,2,1
square_glcm_DifferenceEntropy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
square_glcm_MCC,1,1,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
gradient_gldm_LargeDependenceHighGrayLevelEmphasis,71,64,69,63,137,114,124,107,211,183,170,150,311,235,222,163,406,275,228,158
wavelet.LLL_glszm_GrayLevelNonUniformityNormalized,21,19,20,18,28,24,26,23,43,38,26,23,50,36,32,22,51,32,27,19
wavelet.LLH_gldm_DependenceEntropy,39,30,34,27,63,55,52,46,87,64,55,41,123,88,79,56,165,100,86,47
wavelet.LLH_glcm_ClusterShade,61,56,55,52,117,102,102,92,159,131,124,101,174,135,124,95,206,136,123,82
wavelet.HLL_glcm_MaximumProbability,71,38,55,31,91,53,73,46,111,68,80,52,132,89,100,67,159,92,96,55
square_glcm_Correlation,4,4,2,2,5,4,3,2,7,3,4,2,7,5,6,4,2,1,2,1
wavelet.HLH_glrlm_LongRunEmphasis,12,5,10,5,11,9,11,9,17,16,14,14,12,9,9,6,16,14,13,11
log.sigma.3.mm.3D_glcm_Idmn,61,51,48,43,111,95,96,85,189,156,134,117,277,214,198,146,342,245,205,146
lbp.3D.m2_glrlm_LongRunHighGrayLevelEmphasis,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0
original_shape_Maximum2DDiameterRow,128,110,110,99,165,143,146,129,216,171,164,131,253,186,172,128,282,190,173,115
